"NC8";"Libelle";"CPF4 rév. 2";"CPF6 rév. 2";"A17 rév. 2";"A38 rév. 2";"A129 rév. 2";"CF4 rév. 2.1";"CPF6 rév. 2.1";"A17 rév. 2.1";"A38 rév. 2.1";"A129 rév. 2.1";"Début";"Fin"
"2306 20 00";"Tourteaux et autres résidus solides, même broyés ou agglomérés sous forme de pellets, de l'extraction des graisses ou huiles de lin";"1041";"104141";"C1";"CA";"C10D";"1041";"104141";"C1";"CA";"C10D";1993;2020
"2306 30 00";"Tourteaux et autres résidus solides, même broyés ou agglomérés sous forme de pellets, de l'extraction des graisses ou huiles de tournesol";"1041";"104141";"C1";"CA";"C10D";"1041";"104141";"C1";"CA";"C10D";2006;2020
"2306 41 00";"Tourteaux et autres résidus solides, même broyés ou agglomérés sous forme de pellets, de l'extraction des graisses ou huiles de navette ou de colza à faible teneur en acide érucique ""fournissant une huile fixe dont la teneur en acide érucique est < 2% et un composant solide qui contient < 30 micromoles/g de glucosinolates""";"1041";"104141";"C1";"CA";"C10D";"1041";"104141";"C1";"CA";"C10D";2017;2020
"2306 49 00";"Tourteaux et autres résidus solides, même broyés ou agglomérés sous forme de pellets, de l'extraction des graisses ou huiles de navette ou de colza d'une teneur élevée en acide érucique ""fournissant une huile fixe dont la teneur en acide érucique est >= 2% et un composant solide qui contient >= 30 micromoles/g de glucosinolates""";"1041";"104141";"C1";"CA";"C10D";"1041";"104141";"C1";"CA";"C10D";2017;2020
"2306 50 00";"Tourteaux et autres résidus solides, même broyés ou agglomérés sous forme de pellets, de l'extraction des graisses ou huiles de noix de coco ou de coprah";"1041";"104141";"C1";"CA";"C10D";"1041";"104141";"C1";"CA";"C10D";2017;2020
"2306 60 00";"Tourteaux et autres résidus solides, même broyés ou agglomérés sous forme de pellets, de l'extraction des graisses ou huiles de noix ou d'amandes de palmiste";"1041";"104141";"C1";"CA";"C10D";"1041";"104141";"C1";"CA";"C10D";2017;2020
"2306 90 05";"Tourteaux et autres résidus solides, même broyés ou agglomérés sous forme de pellets, de l'extraction des graisses ou huiles de germes de maïs";"1041";"104141";"C1";"CA";"C10D";"1041";"104141";"C1";"CA";"C10D";2017;2020
"2306 90 11";"Grignons d'olives et autres résidus, même broyés ou agglomérés sous forme de pellets, de l'extraction de l'huile d'olive, ayant une teneur en poids d'huile d'olive <= 3%";"1041";"104141";"C1";"CA";"C10D";"1041";"104141";"C1";"CA";"C10D";2017;2020
"2306 90 19";"Grignons d'olives et autres résidus, même broyés ou agglomérés sous forme de pellets, de l'extraction de l'huile d'olive, ayant une teneur en poids d'huile d'olive > 3%";"1041";"104141";"C1";"CA";"C10D";"1041";"104141";"C1";"CA";"C10D";2017;2020
"2306 90 90";"Tourteaux et autres résidus solides, mêmes broyés ou agglomérés sous forme de pellets, de l'extraction de graisses ou huiles végétales (à l'excl. des tourteaux et autres résidus solides de l'extraction des graisses ou huiles de coton, de lin, de tournesol, de graines de navette ou de colza, de noix de coco ou de coprah, de noix ou d'amandes de palmiste, de germes de maïs ainsi que de l'extraction de l'huile d'olive, de l'huile de soja et de l'huile d'arachide)";"1041";"104141";"C1";"CA";"C10D";"1041";"104141";"C1";"CA";"C10D";2017;2020
"2307 00 11";"Lies de vin, d'un titre alcoométrique total <= 7,9% mas et d'une teneur en matière sèche >= 25% en poids";"1102";"110220";"C1";"CA";"C11Z";"1102";"110220";"C1";"CA";"C11Z";2006;2020
"2307 00 19";"Lies de vin (à l'excl. des produits d'un titre alcoométrique total <= 7,9% mas et d'une teneur en matière sèche >= 25% en poids)";"1102";"110220";"C1";"CA";"C11Z";"1102";"110220";"C1";"CA";"C11Z";2006;2020
"2307 00 90";"Tartre brut";"1102";"110220";"C1";"CA";"C11Z";"1102";"110220";"C1";"CA";"C11Z";2006;2020
"2308 00 11";"Marcs de raisins, même agglomérés sous forme de pellets, des types utilisés pour l'alimentation des animaux, ayant un titre alcoométrique total <= 4,3% mas et une teneur en matière sèche >= 40% en poids";"1039";"103930";"C1";"CA";"C10C";"1039";"103930";"C1";"CA";"C10C";2011;2020
"2308 00 19";"Marcs de raisins, même agglomérés sous forme de pellets, des types utilisés pour l'alimentation des animaux (à l'excl. des produits ayant un titre alcoométrique total <= 4,3% mas et une teneur en matière sèche >= 40% en poids)";"1039";"103930";"C1";"CA";"C10C";"1039";"103930";"C1";"CA";"C10C";1993;2020
"2308 00 40";"Glands de chêne et marrons d'Inde ainsi que marcs de fruits, même agglomérés sous forme de pellets, des types utilisés pour l'alimentation des animaux (à l'excl. des marcs de raisins)";"1039";"103930";"C1";"CA";"C10C";"1039";"103930";"C1";"CA";"C10C";1993;2020
"2308 00 90";"Tiges de maïs, feuilles de maïs, pelures de fruits et autres matières, déchets, résidus et sous-produits végétaux, même agglomérés sous forme de pellets, des types utilisés pour l'alimentation des animaux, n.d.a. (à l'excl. des glands de chêne, des marrons d'Inde et des marcs de fruits)";"1039";"103930";"C1";"CA";"C10C";"1039";"103930";"C1";"CA";"C10C";1993;2020
"2309 10 11";"Aliments pour chiens ou chats, conditionnés pour la vente au détail, contenant du glucose ou du sirop de glucose, de la maltodextrine ou du sirop de maltodextrine, mais ne contenant ni amidon ni fécule ni produits laitiers ou contenant en poids <= 10% d'amidon ou de fécule et < 10% de produits laitiers";"1092";"109210";"C1";"CA";"C10K";"1092";"109210";"C1";"CA";"C10K";2017;2020
"2309 10 13";"Aliments pour chiens ou chats, conditionnés pour la vente au détail, contenant du glucose ou du sirop de glucose, de la maltodextrine ou du sirop de maltodextrine, mais ne contenant ni amidon ni fécule ou en contenant <= 10% en poids, d'une teneur en poids de produits laitiers >= 10%, mais < 50%";"1092";"109210";"C1";"CA";"C10K";"1092";"109210";"C1";"CA";"C10K";2017;2020
"2309 10 15";"Aliments pour chiens ou chats, conditionnés pour la vente au détail, contenant du glucose ou du sirop de glucose, de la maltodextrine ou du sirop de maltodextrine, mais ne contenant ni amidon ni fécule ou en contenant <= 10% en poids, d'une teneur en poids de produits laitiers >= 50%, mais < 75%";"1092";"109210";"C1";"CA";"C10K";"1092";"109210";"C1";"CA";"C10K";2007;2020
"2309 10 19";"Aliments pour chiens ou chats, conditionnés pour la vente au détail, contenant du glucose ou du sirop de glucose, de la maltodextrine ou du sirop de maltodextrine, mais ne contenant ni amidon ni fécule ou en contenant <= 10% en poids, d'une teneur en poids de produits laitiers >= 75%";"1092";"109210";"C1";"CA";"C10K";"1092";"109210";"C1";"CA";"C10K";2007;2020
"2309 10 31";"Aliments pour chiens ou chats, conditionnés pour la vente au détail, contenant du glucose ou du sirop de glucose, de la maltodextrine ou du sirop de maltodextrine, d'une teneur en poids d'amidon ou de fécule > 10%, mais <= 30%, ne contenant pas de produits laitiers ou en contenant < 10% en poids";"1092";"109210";"C1";"CA";"C10K";"1092";"109210";"C1";"CA";"C10K";2007;2020
"2309 10 33";"Aliments pour chiens ou chats, conditionnés pour la vente au détail, contenant du glucose ou du sirop de glucose, de la maltodextrine ou du sirop de maltodextrine, d'une teneur en poids d'amidon ou de fécule > 10%, mais <= 30%, et d'une teneur en poids de produits laitiers >= 10%, mais < 50%";"1092";"109210";"C1";"CA";"C10K";"1092";"109210";"C1";"CA";"C10K";2007;2020
"2309 10 39";"Aliments pour chiens ou chats, conditionnés pour la vente au détail, contenant du glucose ou du sirop de glucose, de la maltodextrine ou du sirop de maltodextrine, d'une teneur en poids d'amidon ou de fécule > 10%, mais <= 30%, et d'une teneur en poids de produits laitiers >= 50%";"1092";"109210";"C1";"CA";"C10K";"1092";"109210";"C1";"CA";"C10K";2007;2020
"2309 10 51";"Aliments pour chiens ou chats, conditionnés pour la vente au détail, contenant du glucose ou du sirop de glucose, de la maltodextrine ou du sirop de maltodextrine, d'une teneur en poids d'amidon ou de fécule > 30%, ne contenant pas de produits laitiers ou en contenant < 10% en poids";"1092";"109210";"C1";"CA";"C10K";"1092";"109210";"C1";"CA";"C10K";2007;2020
"2309 10 53";"Aliments pour chiens ou chats, conditionnés pour la vente au détail, contenant du glucose ou du sirop de glucose, de la maltodextrine ou du sirop de maltodextrine, d'une teneur en poids d'amidon ou de fécule > 30% et d'une teneur en poids de produits laitiers >= 10%, mais < 50%";"1092";"109210";"C1";"CA";"C10K";"1092";"109210";"C1";"CA";"C10K";2007;2020
"2309 10 59";"Aliments pour chiens ou chats, conditionnés pour la vente au détail, contenant du glucose ou du sirop de glucose, de la maltodextrine ou du sirop de maltodextrine, d'une teneur en poids d'amidon ou de fécule > 30% et d'une teneur en poids de produits laitiers >= 50%";"1092";"109210";"C1";"CA";"C10K";"1092";"109210";"C1";"CA";"C10K";2007;2020
"2309 10 70";"Aliments pour chiens ou chats, conditionnés pour la vente au détail, ne contenant ni amidon ou fécule, ni glucose ou sirop de glucose, ni maltodextrine ou sirop de maltodextrine, mais contenant des produits laitiers";"1092";"109210";"C1";"CA";"C10K";"1092";"109210";"C1";"CA";"C10K";2017;2020
"2309 10 90";"Aliments pour chiens ou chats, conditionnés pour la vente au détail, ne contenant ni amidon ou fécule, ni glucose ou sirop de glucose, ni maltodextrine ou sirop de maltodextrine, ni produits laitiers";"1092";"109210";"C1";"CA";"C10K";"1092";"109210";"C1";"CA";"C10K";2017;2020
"2309 90 10";"Produits dits 'solubles' de poissons ou de mammifères marins, destinés à compléter les aliments produits à la ferme";"1091";"109110";"C1";"CA";"C10K";"1091";"109110";"C1";"CA";"C10K";2017;2020
"2309 90 20";"Résidus de l'amidonnerie de maïs visés à la note complémentaire 5 du présent chapitre, des types utilisés pour l'alimentation des animaux (à l'excl. des aliments pour chiens ou chats conditionnés pour la vente au détail)";"1091";"109110";"C1";"CA";"C10K";"1091";"109110";"C1";"CA";"C10K";2007;2020
"2309 90 31";"Préparations, y.c. les prémélanges, des types utilisés pour l'alimentation des animaux, contenant du glucose ou du sirop de glucose, de la maltodextrine ou du sirop de maltodextrine, mais ne contenant ni amidon ni fécule ni produits laitiers ou contenant en poids <= 10% d'amidon ou de fécule et < 10% de produits laitiers (à l'excl. des aliments pour chiens ou chats conditionnés pour la vente au détail)";"1091";"109110";"C1";"CA";"C10K";"1091";"109110";"C1";"CA";"C10K";1993;2020
"2309 90 33";"Préparations, y.c. les prémélanges, des types utilisés pour l'alimentation des animaux, contenant du glucose ou du sirop de glucose, de la maltodextrine ou du sirop de maltodextrine, mais ne contenant ni amidon ou fécule ou en contenant <= 10% en poids, d'une teneur en poids de produits laitiers >= 10%, mais < 50% (à l'excl. des aliments pour chiens ou chats conditionnés pour la vente au détail)";"1091";"109110";"C1";"CA";"C10K";"1091";"109110";"C1";"CA";"C10K";1993;2020
"2309 90 35";"Préparations, y.c. les prémélanges, des types utilisés pour l'alimentation des animaux, contenant du glucose ou du sirop de glucose, de la maltodextrine ou du sirop de maltodextrine, mais ne contenant ni amidon ou fécule ou en contenant <= 10% en poids, d'une teneur en poids de produits laitiers >= 50%, mais < 75% (à l'excl. des aliments pour chiens ou chats conditionnés pour la vente au détail)";"1091";"109110";"C1";"CA";"C10K";"1091";"109110";"C1";"CA";"C10K";1993;2020
"2309 90 39";"Préparations, y.c. les prémélanges, des types utilisés pour l'alimentation des animaux, contenant du glucose ou du sirop de glucose, de la maltodextrine ou du sirop de maltodextrine, mais ne contenant ni amidon ou fécule ou en contenant <= 10% en poids, d'une teneur en poids de produits laitiers >= 75% (à l'excl. des aliments pour chiens ou chats conditionnés pour la vente au détail)";"1091";"109110";"C1";"CA";"C10K";"1091";"109110";"C1";"CA";"C10K";1993;2020
"2309 90 41";"Préparations, y.c. les prémélanges, des types utilisés pour l'alimentation des animaux, contenant du glucose ou du sirop de glucose, de la maltodextrine ou du sirop de maltodextrine, d'une teneur en poids d'amidon ou de fécule > 10%, mais <= 30%, ne contenant pas de produits laitiers ou en contenant < 10% en poids (à l'excl. des aliments pour chiens ou chats conditionnés pour la vente au détail)";"1091";"109110";"C1";"CA";"C10K";"1091";"109110";"C1";"CA";"C10K";1993;2020
"2309 90 43";"Préparations, y.c. les prémélanges, des types utilisés pour l'alimentation des animaux, contenant du glucose ou du sirop de glucose, de la maltodextrine ou du sirop de maltodextrine, d'une teneur en poids d'amidon ou de fécule > 10%, mais <= 30%, et d'une teneur en poids de produits laitiers >= 10%, mais < 50% (à l'excl. des aliments pour chiens ou chats conditionnés pour la vente au détail)";"1091";"109110";"C1";"CA";"C10K";"1091";"109110";"C1";"CA";"C10K";1993;2020
"2309 90 49";"Préparations, y.c. les prémélanges, des types utilisés pour l'alimentation des animaux, contenant du glucose ou du sirop de glucose, de la maltodextrine ou du sirop de maltodextrine, d'une teneur en poids d'amidon ou de fécule > 10%, mais <= 30%, et d'une teneur en poids de produits laitiers >= 50% (à l'excl. des aliments pour chiens ou chats conditionnés pour la vente au détail)";"1091";"109110";"C1";"CA";"C10K";"1091";"109110";"C1";"CA";"C10K";1993;2020
"2309 90 51";"Préparations, y.c. les prémélanges, des types utilisés pour l'alimentation des animaux, contenant du glucose ou du sirop de glucose, de la maltodextrine ou du sirop de maltodextrine, d'une teneur en poids d'amidon ou de fécule > 30%, ne contenant pas de produits laitiers ou en contenant < 10% en poids (à l'excl. des aliments pour chiens ou chats conditionnés pour la vente au détail)";"1091";"109110";"C1";"CA";"C10K";"1091";"109110";"C1";"CA";"C10K";1993;2020
"2309 90 53";"Préparations, y.c. les prémélanges, des types utilisés pour l'alimentation des animaux, contenant du glucose ou du sirop de glucose, de la maltodextrine ou du sirop de maltodextrine, d'une teneur en poids d'amidon ou de fécule > 30% et d'une teneur en poids de produits laitiers >= 10%, mais < 50% (à l'excl. des aliments pour chiens ou chats conditionnés pour la vente au détail)";"1091";"109110";"C1";"CA";"C10K";"1091";"109110";"C1";"CA";"C10K";2017;2020
"2309 90 59";"Préparations, y.c. les prémélanges, des types utilisés pour l'alimentation des animaux, contenant du glucose ou du sirop de glucose, de la maltodextrine ou du sirop de maltodextrine, d'une teneur en poids d'amidon ou de fécule > 30% et d'une teneur en poids de produits laitiers >= 50% (à l'excl. des aliments pour chiens ou chats conditionnés pour la vente au détail)";"1091";"109110";"C1";"CA";"C10K";"1091";"109110";"C1";"CA";"C10K";2000;2020
"2309 90 70";"Préparations, y.c. les prémélanges, des types utilisés pour l'alimentation des animaux, ne contenant ni amidon ou fécule, ni glucose ou sirop de glucose, ni maltodextrine ou sirop de maltodextrine, mais contenant des produits laitiers (à l'excl. des aliments pour chiens ou chats conditionnés pour la vente au détail)";"1091";"109110";"C1";"CA";"C10K";"1091";"109110";"C1";"CA";"C10K";2006;2020
"2309 90 91";"Pulpes de betteraves mélassées";"1091";"109110";"C1";"CA";"C10K";"1091";"109110";"C1";"CA";"C10K";2006;2020
"2309 90 96";"Préparations des types utilisés pour l’alimentation des animaux, ne contenant ni amidon ou fécule, ni glucose ou sirop de glucose, ni maltodextrine ou sirop de maltodextrine, ni produits laitiers (à l’excl. des aliments pour chiens ou chats conditionnés pour la vente au détail, produits dits [solubles] de poissons ou de mammifères marins, résidus de l’amidonnerie de maïs visés à la note complémentaire 5 du chapitre 23, pulpes de betteraves mélassées et prémélanges)";"1091";"109110";"C1";"CA";"C10K";"1091";"109110";"C1";"CA";"C10K";2006;2020
"2401 10 35";"Tabacs 'light air cured', non-écotés";"0115";"011510";"AZ";"AZ";"A01Z";"0115";"011510";"AZ";"AZ";"A01Z";2012;2020
"2401 10 60";"Tabacs 'sun cured' du type oriental, non-écotés";"0115";"011510";"AZ";"AZ";"A01Z";"0115";"011510";"AZ";"AZ";"A01Z";2012;2020
"2401 10 70";"Tabacs 'dark air cured', non-écotés";"0115";"011510";"AZ";"AZ";"A01Z";"0115";"011510";"AZ";"AZ";"A01Z";2012;2020
"2401 10 85";"Tabacs 'flue cured', non-écotés";"0115";"011510";"AZ";"AZ";"A01Z";"0115";"011510";"AZ";"AZ";"A01Z";2012;2020
"2401 10 95";"Tabacs, non-écotés (à l'excl. des tabacs 'light air cured', 'sun cured' du type oriental, 'dark air cured' et 'flue cured')";"0115";"011510";"AZ";"AZ";"A01Z";"0115";"011510";"AZ";"AZ";"A01Z";2017;2020
"2401 20 35";"Tabacs 'light air cured', partiellement ou totalement écotés, mais non autrement travaillés";"0115";"011510";"AZ";"AZ";"A01Z";"1200";"120012";"C1";"CA";"C12Z";1993;2020
"2401 20 60";"Tabacs 'sun cured', du type oriental, partiellement ou totalement écotés, mais non autrement travaillés";"0115";"011510";"AZ";"AZ";"A01Z";"1200";"120012";"C1";"CA";"C12Z";1993;2020
"2401 20 70";"Tabacs 'dark air cured', partiellement ou totalement écotés, mais non autrement travaillés";"0115";"011510";"AZ";"AZ";"A01Z";"1200";"120012";"C1";"CA";"C12Z";1993;2020
"2401 20 85";"Tabacs 'flue cured', partiellement ou totalement écotés, mais non autrement travaillés";"0115";"011510";"AZ";"AZ";"A01Z";"1200";"120012";"C1";"CA";"C12Z";1995;2020
"2401 20 95";"Tabacs, partiellement ou totalement écotés, mais non autrement travaillés (à l'excl. des tabacs 'flue cured', 'light air cured', 'fire cured', 'dark air cured' et 'sun cured' du type oriental)";"0115";"011510";"AZ";"AZ";"A01Z";"1200";"120012";"C1";"CA";"C12Z";1993;2020
"2401 30 00";"Déchets de tabac";"1200";"120020";"C1";"CA";"C12Z";"1200";"120020";"C1";"CA";"C12Z";1996;2020
"2402 10 00";"Cigares, y.c. ceux à bouts coupés, et cigarillos, contenant du tabac";"1200";"120011";"C1";"CA";"C12Z";"1200";"120011";"C1";"CA";"C12Z";1993;2020
