"Etablissement";"Siren";"Site";"Site non-trouve";"Categories";"Categorie-2";"Categorie-3";"Categorie-4";"Categorie-5";"Categorie-6";"Categorie-7";"Categorie-8";"Entreprise-de-servicesde-logistique";"Aucune-categorie"
"SOCIETE FRANCEL";552068637;"https://www.emerson.com/en-fr";;3002;;;;;;;;;
"SOCIETE LAURENT PERE ET FILS";724501549;;1;;;;;;;;;;
"SOCIETE REGINA";976220038;;1;;;;;;;;;;
"SOCIETE FOREZIENNE DE RECUPERATION";311221337;"https://www.soforec-brossette.fr/";;;;;;;;;;1;
"SOCIETE INDUSTRIELLE D'EQUIPEMENT DE LA LIMAGNE";343048823;"https://www.siel.fr/";;8512;;;;;;;;;
"SOCIETE NOUVELLE DES DOUCEURS DE JACQUEMART";349096446;"https://maisonjacquemart.com/";;1905;;;;;;;;;
"SOCIETE ROUTIERE DU MASSIF CENTRAL ET DU LIMOUSIN";406320085;;1;;;;;;;;;;
"SOCIETE D'EXPLOITATION DE L'AEROPORT DE GRENOBLE";450397047;"https://www.grenoble-airport.com/";;;;;;;;;;1;
"OBIOU SOCIETE D'ELECTRONIQUE";351309984;"https://www.ose.fr/";;8523;;;;;;;;;
"SOCIETE DE MECANIQUE ET D'AUTOMATISME DU BOURBONNAIS";332662865;"https://www.somab.fr/";;8547;8459;8463;;;;;;;
"SOCOBAT AULAGNIER";586950263;"https://www.socobat-43.fr/";;6902;6904;6905;7016;7308;7610;9406;;;
"SODEREC INTERNATIONAL";337902910;"http://www.soderecfluor.com/";;;;;;;;;;1;
"SODIMAS";303265045;"https://www.sodimas.com/";;8430;8427;8505;8709;8426;8428;8429;;;
"SOFAMA";350531695;"https://sofama.com/";;8308;;;;;;;;;
"SOFIDEL FRANCE";411198880;"https://www.sofidel.com/";;4818;;;;;;;;;
"SOFILEC";378358725;;1;;;;;;;;;;
"SOFILETA";703620443;"https://www.sofileta.com/";;5310;531100;;;;;;;;
"SOFILETA";703620443;;1;;;;;;;;;;
"SOFRADIM PRODUCTION";388924854;"https://www.medtronic.com/us-en/index.html";;3004;;;;;;;;;
"SOGRANLOTRANS";330714007;"https://www.sogranlotrans.fr/";;;;;;;;;;1;
"SOITEC";384711909;"https://www.soitec.com/";;8523;;;;;;;;;
"SOL FRANCE";341415313;"https://solfrance.solgroup.com/fr";;2804;2711;;;;;;;;
"SOLE MIO";318570587;"http://www.solemio.fr/";;1604;1605;2001;;;;;;;
"SOLIGEST";509544664;"https://www.soligest.com/";;;;;;;;;;1;
"SOLUSTIL";398142299;;1;;;;;;;;;1;
"SOLUSTIL";398142299;;1;;;;;;;;;;
"SOLUSTIL";398142299;;1;;;;;;;;;;
"DALKIA FROID SOLUTIONS";66201120;"https://www.dalkiafroidsolutions.com/";;;;;;;;;;1;
"CONDUENT BUSINESS SOLUTIONS (FRANCE) SAS";480800150;"https://www.conduent.com/fr/";;;;;;;;;;1;
"DALKIA FROID SOLUTIONS";66201120;"https://www.dalkiafroidsolutions.com/";;;;;;;;;;1;
"SAINT-GOBAIN GLASS SOLUTIONS MENUISIERS INDUSTRIELS";389488719;"https://glassolutions.fr/fr";;7016;7009;7004;7007;;;;;;
"CONDUENT BUSINESS PROCESS SOLUTIONS";423547439;"https://www.conduent.com/fr/";;;;;;;;;;1;
"INDUSTRIAL PACKAGING SOLUTIONS";449146679;"https://bestcorp.ma/";;3920;;;;;;;;;
"PERRENOT SOLUTIONS";426720280;"http://transvallees.com/index.php/fr/";;;;;;;;;;1;
"SOMEFLU";622017770;"https://www.someflu.com/";;8414;8429;;;;;;;;
"ETS CARNIEL SONAPLAST";775572829;"https://carniel-sonaplast.fr/";;3925;;;;;;;;;
"SONOVISION";542001193;"https://www.sonovisiongroup.com/";;;;;;;;;;1;
"SOPATEX";788037646;"https://www.sofileta-sante.fr/nous-contacter";;;;;;;;;;;1
"SOPRANO INDUSTRY SAS";453574337;;1;;;;;;;;;;
"SOREAL NUTRITION ANIMALE";383480407;"https://www.groupe-soreal.fr/";;2309;;;;;;;;;
"PERRENOT SOTRANDIS";794032987;"https://www.perrenot.eu/";;;;;;;;;;1;
"SOUCHON D'AUVERGNE";389758731;;1;;;;;;;;;;
"COMPAGNIE GENERALE D'EAUX DE SOURCE";402571889;"https://www.moneaucristaline.fr/";;2201;2202;;;;;;;;
"SPECIAL BRIDES SERVICE";330927377;"http://www.sbs-forge.com/";;7214;8462;8457;8459;;;;;;
"ATELIERS MECANIQUES INDUSTRIES SPECIALES";745780387;"https://www.sifcor.fr/";;;;;;;;;;1;
"ITW SPECIALITY FILMS FRANCE";435133707;;1;;;;;;;;;;
"SOCODES - SOCIETE DE CONSTRUCTION DAUPHINOISE D'EQUIPEMENTS SPECIAUX";352677033;;1;;;;;;;;;;
"SPEICHIM PROCESSING";389218850;"https://speichim.com/";;381400;;;;;;;;;
"SPIE BATIGNOLLES FAVIER";351561451;"https://www.spiebatignolles.fr/";;7308;381600;7610;2517;;;;;;
"SPINELLA SA";333321784;;1;;;;;;;;;;
"SPOOLEX";420306508;"https://www.calemard.com/";;;;;;;;;;1;
"NOBEL SPORT";428770820;"http://www.nobelsport.fr/";;9303;;;;;;;;;
"SOCIETE D'IMPORTATION DE DIFFUSION OU DISTRIBUTION D'ARTICLES DE SPORT";304577661;"https://www.sidas.com/en/";;;;;;;;;;1;
"CARTONNERIE DE ST JUST MALMONT";402601595;;1;;;;;;;;;;
"STARRAG S.A.S";402268239;"https://www.starrag.com/";;8457;8459;8460;8463;;;;;;
"STEAP STAILOR";379409600;"https://www.steapstailor.com/";;;;;;;;;;1;
"STEELMAG INTERNATIONAL";795229301;"https://www.steelmaginternational.com/";;8505;;;;;;;;;
"SALAISONS STEMMELEN";969510346;"https://www.stemmelen.com/";;1601;;;;;;;;;
"STEPAN EUROPE SA";58503327;"https://www.stepan.com/";;3401;;;;;;;;;
"STEPHANIX";332390566;"http://www.stephanix.com/";;9011;9018;8464;;;;;;;
"SOC STEPHANOISE DES EAUX";383956638;"https://www.stephanoise-eaux.fr/";;;;;;;;;;1;
"STERIFLOW";352960702;"https://www.steriflow.com";;8419;;;;;;;;;
"STEVA SAINT-ETIENNE";442498341;"http://www.groupe-steva.eu/";;8207;8515;;;;;;;;
"STEVA FOREZ";664500162;"http://www.groupe-steva.eu/";;;;;;;;;;1;
"STIPLASTICS";333321818;"https://www.sgh-healthcaring.com/";;9018;9022;;;;;;;;
"STMICROELECTRONICS (ALPS) SAS";504940925;"https://www.st.com/";;;;;;;;;;1;
"STMICROELECTRONICS (CROLLES 2) SAS";399395581;"https://www.st.com/content/st_com/en.html";;8526;;;;;;;;;
"STMICROELECTRONICS (GRENOBLE 2) SAS";504941337;"https://www.st.com/content/st_com/en.html";;8518;8504;8540;8503;8535;;;;;
"STOF";340143916;"https://www.stof.fr/";;6302;;;;;;;;;
"STOW FIRMINY";510072440;"https://www.stow-group.com/en/products";;3925;9403;;;;;;;;
"STRADAL";301984563;"https://www.stradal.fr/";;381600;2517;9406;7016;7610;7308;;;;
"STRUCTIL";331620385;"https://www.hexcel.com/";;3920;;;;;;;;;
"EGIS STRUCTURES ET ENVIRONNEMENT";493389670;"https://www.egis-group.com/fr";;;;;;;;;;1;
"CMF STRUCTURES";491326401;"http://www.cmf-structures.com/cmf-structures-home-page-accueil.11.html";;;;;;;;;;1;
"FABEMI STRUCTURES";499163475;"https://www.fabemi.fr/";;;;;;;;;;1;
"STS COMPOSITES FRANCE";824455679;;1;;;;;;;;;;
"STS PLASTICS";822643771;"https://www.sts.group/";;8708;;;;;;;;;
"STYL'MONDE";302458344;"https://stylmonde-thermoformage.com/";;3920;;;;;;;;;
"STYL'MONDE";302458344;"https://stylmonde-thermoformage.com/";;;;;;;;;;1;
"STYL'MONDE";302458344;"https://stylmonde-thermoformage.com/";;4407;4409;3917;4009;4409;8207;8484;8457;;
"SUCHET";379284748;"https://suchet.eu/";;;;;;;;;;1;
"NP SUD";347644817;;1;;;;;;;;;;
"ABMI SUD EST";351708029;"https://abmi-engineering.com/";;;;;;;;;;1;
"DS SMITH PACKAGING SUD-EST";377514609;"https://www.dssmith.com/";;4819;;;;;;;;;
"SECANIM SUD-EST";403264641;;1;;;;;;;;;;
"MAINTEL SUD-EST";537915571;;1;;;;;;;;;;
"APAVE SUDEUROPE SAS";518720925;"https://www.apave.com/fr-FR/Le-Groupe";;;;;;;;;;1;
"APAVE SUDEUROPE SAS";518720925;"https://www.apave.com/fr-FR/";;;;;;;;;;1;
"APAVE SUDEUROPE SAS";518720925;"https://www.apave.com/fr-FR/";;;;;;;;;;1;
"APAVE SUDEUROPE SAS";518720925;"https://www.apave.com/fr-FR/";;;;;;;;;;1;
"APAVE SUDEUROPE SAS";518720925;"https://www.apave.com/fr-FR/";;;;;;;;;;1;
"APAVE SUDEUROPE SAS";518720925;"https://www.apave.com/fr-FR/";;;;;;;;;;1;
"SUEZ ORGANIQUE";345306880;"https://www.suez.com/fr";;;;;;;;;;1;
"SUEZ ORGANIQUE";345306880;"https://www.suez.com/fr";;;;;;;;;;1;
"SUEZ RV BOIS";453258006;"https://www.suez.fr/fr-fr";;;;;;;;;;1;
"SUEZ RV BORDE MATIN";504726605;;1;;;;;;;;;;
"SUEZ RV BORDE MATIN";504726605;"https://www.suez.fr/fr-fr/";;;;;;;;;;1;
"SUEZ RV BOIS";453258006;"https://www.suez.fr/fr-fr";;;;;;;;;;1;
"SUEZ ORGANIQUE";345306880;"https://www.suez.com/fr";;;;;;;;;;1;
"SUEZ ORGANIQUE";345306880;"https://www.suez.com/fr";;;;;;;;;;1;
"NUVIA SUPPORT";377484548;"https://www.nuvia.com/fr/";;;;;;;;;;1;
"""INSTITUT DE RECHERCHES EN INGENIERIE DES SURFACES""";395294796;"https://www.ireis.fr/fr/";;;;;;;;;;1;
"""INSTITUT DE RECHERCHES EN INGENIERIE DES SURFACES""";395294796;"https://www.ireis.fr/fr/";;;;;;;;;;1;
"BOIRON SURGELATION";401479266;;1;;;;;;;;;;
"BOIRON SURGELATION";401479266;;1;;;;;;;;;;
"FEILO SYLVANIA LIGHTING FRANCE";552109258;"https://www.sylvania-lighting.com/fr-fr/";;9405;;;;;;;;;
"COURBIS SYNTHESE";437080377;"https://www.groupe-courbis.com/";;3910;;;;;;;;;
"NBC SYS";439570417;"https://www.nexter-group.fr/";;9301;9305;;;;;;;;
"BREA SYSTEM";444245294;"https://www.breasystem.fr/";;3824;8457;8459;2606;;;;;;
"SYSTEME DE SECURITE INCENDIE SERVICE";73502981;"https://www.ssiservice.fr/";;;;;;;;;;1;
"PRYSMIAN CABLES ET SYSTEMES FRANCE";95750311;"https://fr.prysmiangroup.com/";;8542;;;;;;;;;
"COPAS SYSTEMES";384870234;"https://www.copas-systemes.fr/";;;;;;;;;;1;
"EIFFAGE ENERGIE SYSTEMES - CLEVIA CENTRE EST";518137864;"https://www.eiffageenergiesystemes.com/";;;;;;;;;;1;
"EIFFAGE ENERGIE SYSTEMES - GAME INGENIERIE";314990185;;1;;;;;;;;;;
"L P G SYSTEMS";335183836;"https://www.lpgsystems.com/fr/";;9021;9018;;;;;;;;
"L P G SYSTEMS";335183836;"https://www.lpgsystems.com/fr/";;8419;9022;;;;;;;;
"NEXTER SYSTEMS";379706344;"https://www.nexter-group.fr/";;8710;9013;9301;;;;;;;
"AXALTA COATING SYSTEMS FRANCE SAS";778150706;"https://www.axalta.com/fr";;3208;3209;;;;;;;;
"DURA AUTOMOTIVE SYSTEMS";414362327;"https://www.duraauto.com/";;8708;;;;;;;;;
"ECRIN SYSTEMS";329844187;"https://ecrin.com/";;8459;;;;;;;;;
"NIBE ENERGY SYSTEMS FRANCE";501594220;"https://www.nibe.eu/fr/fr/la-societe/nibe-energy-systems";;;;;;;;;;1;
"DELTA PLUS SYSTEMS";430115766;"https://www.deltaplusystems.fr/";;;;;;;;;;;1
"S T E E P";969509892;"https://www.steep-plastique.com/";;3926;8708;;;;;;;;
"T.M.P. - CONVERT";318961695;"https://www.tmpconvert.com/";;3925;;;;;;;;;
"FABEMI T.P.";431809391;"https://www.fabemi.fr/";;6810;;;;;;;;;
"FABEMI T.P.";431809391;"https://www.fabemi.fr/";;6810;;;;;;;;;
"BRUNET T.P.";320202195;"http://groupebrunet.com/";;;;;;;;;;1;
"CAVE TAIN L'HERMITAGE,UNION DES PROPRIE.";301193520;"https://www.cavedetain.com/fr/dans-le-nord-de-la-vallee-du-rhone.html";;2204;;;;;;;;;
"SARPI LA TALAUDIERE";485234835;"https://www.recyclage.veolia.fr/";;;;;;;;;;1;
"TANNERIE D ANNONAY";329294953;"https://www.tannerie-annonay.fr/fr/";;4104;4205;;;;;;;;
"TANNERIES DU PUY";533947529;"https://www.tanneriesdupuy.com/";;4107;3809;;;;;;;;
"TANNERIES ROUX SA";435480132;"https://www.tanneries-roux.com/";;4107;;;;;;;;;
"TB PLAST";388621021;;1;;;;;;;;;;
"TB PLAST";388621021;"https://tbigroupe.com/";;8708;;;;;;;;;
"ETS TCHOULFIAN";327924635;"http://www.tchoulfian.fr/";;;;;;;;;;1;
"TECHNETICS GROUP FRANCE SAS";400072997;"https://technetics.com/fr/";;8484;8523;;;;;;;;
"TECHNI SERVICE";349768036;;1;;;;;;;;;;
"TECHNI SERVICE";349768036;"https://www.techniservice12.fr/";;8425;8426;8508;;;;;;;
"TECHNI-METAL SYSTEMES";789711538;"https://www.tms-company.com/fr/accueil/";;8428;;;;;;;;;
"TECHNIC FRANCE";301272811;"https://www.technic.com/";;2609;2604;;;;;;;;
"SGL CARBON TECHNIC SAS";449458447;"https://www.sglcarbon.com/en/";;8480;8505;;;;;;;;
"CENTRE TECHNIQUE DU PAPIER";775594815;"https://www.webctp.com/";;;;;;;;;;1;
"LA DIFFUSION TECHNIQUE FRANCAISE";564501880;"https://www.dtf.fr/";;9020;;;;;;;;;
"MOULAGE TECHNIQUE SOUFFLAGE";323388058;"https://mts-france.com/";;8444;;;;;;;;;
"SOCIETE DE PROSPECTION ET D'INVENTIONS TECHNIQUES SPIT";437181076;"https://www.spitpaslode.fr/fr/";;8465;8207;8205;;;;;;;
"TECHNIQUES SURFACES ANDREZIEUX";451892350;"https://www.hef.fr/";;8311;;;;;;;;;
"ARDECHE APPLICATIONS TECHNIQUES D'ELECTRICITE ET DE MESURES";339809527;"http://www.ardatem.fr/";;;;;;;;;;1;
"TECHNIQUES SURFACES REW";450991153;"https://www.hef.fr/fr/techniques-surfaces.html";;;;;;;;;;1;
"ECM TECHNOLOGIES";478969173;"https://www.ecm-fours-industriels.fr/";;8514;;;;;;;;;
"HYPERION MATERIALS & TECHNOLOGIES (FRANCE) S.A.S";348862590;;1;;;;;;;;;;
"ALTRAN TECHNOLOGIES";702012956;"https://capgemini-engineering.com/fr/fr/";;;;;;;;;;1;
"SOCAMEL TECHNOLOGIES";70503016;"https://www.groupeguillin.fr/";;3923;;;;;;;;;
"CORIMA TECHNOLOGIES";401614383;"http://www.corima-technologies.com/fr/index.php";;8480;;;;;;;;;
"PRIMETALS TECHNOLOGIES FRANCE SAS";324905165;"https://www.primetals.com/";;7326;;;;;;;;;
"ALTRAN TECHNOLOGIES";702012956;"https://capgemini-engineering.com/fr/fr/";;;;;;;;;;1;
"AIR LIQUIDE ADVANCED TECHNOLOGIES";712009661;"https://advancedtech.airliquide.com/fr";;6114;;;;;;;;;
"PRAXAIR SURFACE TECHNOLOGIES SAS";352304224;"https://www.praxairsurfacetechnologies.com/fr-fr";;8460;;;;;;;;;
"ONET TECHNOLOGIES ND";381662774;"https://www.groupeonet.com/";;;;;;;;;;1;
"C-TEC CONSTELLIUM TECHNOLOGY CENTER";348366410;"https://www.constellium.com/";;;;;;;;;;1;
"MLT MINET LACING TECHNOLOGY";564503027;"https://mltgroup-conveyor.fr/";;7315;7320;;;;;;;;
"FIDUCIAL TECHNOLOGY SECURITY EN ABREGE FIDUCIAL SECURITE";344394093;"https://www.fiducial-securite.fr/";;;;;;;;;;1;
"TECMAPLAST";316741875;"http://www.tecmaplast.fr/";;8708;;;;;;;;;
"TECUMSEH EUROPE SA";775727233;"https://www.tecumseh.com/fr/eu/";;8414;;;;;;;;;
"TECUMSEH EUROPE SALES & LOGISTICS";808452544;"https://www.tecumseh.com/";;8414;;;;;;;;;
"TEGUR";329914014;;1;;;;;;;;;;
"GAUDIN TEINTURES ET APPRETS GTA";392726758;;1;;;;;;;;;;
"TEISSEIRE-FRANCE SAS";57504599;"https://www.teisseire.fr/";;1702;2106;;;;;;;;
"CONSTRUCTEL CONSTRUCTIONS TELECOMMUNICA.";442835468;"https://constructel.net/fr/home";;;;;;;;;;1;
"SCHNEIDER ELECTRIC TELECONTROL";542065800;"https://www.se.com/fr/fr/";;8537;8536;8538;;;;;;;
"TELEDYNE E2V SEMICONDUCTORS SAS";341470656;"https://www.teledyne-e2v.com/";;8523;;;;;;;;;
"TELEM";69502433;"https://www.groupeonet.com/";;;;;;;;;;1;
"TELEM";69502433;"https://www.groupeonet.com/";;;;;;;;;;1;
"TELENCO NETWORKS";422778555;"https://www.telenco-networks.com/fr";;;;;;;;;;1;
"TENCATE ADVANCED ARMOUR";399512078;"https://www.tencateadvancedarmor.com/";;;;;;;;;;1;
"CEGELEC CENTRE EST TERTIAIRE SAS";418647335;"https://www.cegelec-centre-est-tertiaire.fr/";;;;;;;;;;1;
"TESCA FRANCE LE CHEYLARD";808451751;;1;;;;;;;;;;
"LABORATOIRE TETRA MEDICAL";969510197;"https://tetra-medical.com/";;;;;;;;;;1;
"TEAM TEX";435340039;"https://www.groupeteamtex.com/";;9401;8715;;;;;;;;
"TEXEN";330318536;"https://www.texen.com/";;3304;3303;2208;;;;;;;
"MDB TEXINOV";723620316;"https://www.texinov.com/";;6002;6003;6004;;;;;;;
"NEYRET TEXTILE IDENTIFICATION";422416255;"https://www.neyret.com/";;5806;5807;;;;;;;;
"HOLDING TEXTILE HERMES";592028542;"https://www.holding-textile-hermes.com/";;9702;4911;5507;5506;;;;;;
"NEYRET TEXTILE IDENTIFICATION";422416255;"https://www.neyret.com/";;5807;;;;;;;;;
"SAINT CLAIR TEXTILES";381424712;"https://www.saintclairtextiles.com/";;5911;;;;;;;;;
"TEXTILES INDUSTRIELS DU BASSIN D'ANNONAY";327918553;"https://tiba.fr/";;5911;;;;;;;;;
"CHOMARAT TEXTILES INDUSTRIES";501607865;"https://chomarat.com/";;5513;5407;5212;5007;;;;;;
"TEXTILES DE BELMONT";317539302;"https://www.porcher-ind.com/fr";;5506;;;;;;;;;
"SOLUTIONS TEXTILES POUR PROFESSIONNELS";887350395;"https://sotexpro.fr/";;5007;5111;5208;5309;;;;;;
"THALES AVS FRANCE SAS";612039495;"https://www.thalesgroup.com/en";;;;;;;;;;1;
"THERMADOR";338292972;"http://www.thermador.fr/";;8481;8413;8547;;;;;;;
"THERMAL CERAMICS DE FRANCE";885850248;"https://www.morganthermalceramics.com/";;7019;;;;;;;;;
"THERMAL CERAMICS DE FRANCE";885850248;"https://www.morganthermalceramics.com/";;3920;;;;;;;;;
"THERMATIS TECHNOLOGIES";408193639;;1;;;;;;;;;;
"COMPAGNIE THERMIQUE EUROPEENNE";419372636;"http://www.lizmontagens.com/en/group-subsidiaries/11-cte";;8475;;;;;;;;;
"SOCIETE D'ETUDES ET DE REALISATIONS THERMIQUES";307112920;"http://www.sert.fr/";;8707;8716;;;;;;;;
"CIE INDUSTRIELLE APPLICATIONS THERMIQUES";545620114;"http://www.ciat.fr/";;8415;8418;;;;;;;;
"THERMO ELECTRON SAS";326556578;"https://www.thermofisher.com/mg/en/home.html";;;;;;;;;;1;
"EXSTO THERMOPLASTICS";343788477;"https://www.exsto.com/";;3812;;;;;;;;;
"THIVEND INDUSTRIE";406780270;"http://www.esaris-industries.fr/esaris-industries/thivend/";;;;;;;;;;1;
"DAUPHINOISE THOMSON SAS";445299175;"https://thermansol.com/";;9032;;;;;;;;;
"THOR SARL";306807264;"https://www.thor.com/";;3214;3208;;;;;;;;
"THUASNE";542091186;"https://fr.thuasne.com/fr";;9021;;;;;;;;;
"THUASNE";542091186;"https://fr.thuasne.com/fr";;9021;6115;;;;;;;;
"ONET TECHNOLOGIES TI";388035107;"https://www.onet.fr/";;;;;;;;;;1;
"ONET TECHNOLOGIES TI";388035107;"https://www.groupeonet.com/";;;;;;;;;;1;
"ONET TECHNOLOGIES TI";388035107;"https://www.groupeonet.com/";;;;;;;;;;1;
"ETABLISSEMENTS TIFLEX";761200773;"https://www.tiflex.com/";;3212;;;;;;;;;
"ATELIERS DE TISSAGE DE BUSSIERES ET DE CHALLES";440252740;"https://www.holding-textile-hermes.com/";;4911;9702;;;;;;;;
"PORCHER TISSAGES";314925744;"https://www.porcher-ind.com/en/group/worldwide-presence/Porcher-Tissage-fr";;;;;;;;;;1;
"LES TISSAGES PERRIN";400135034;"https://www.tissages-perrin.com/fr/index.html";;8446;;;;;;;;;
"SOCIETE INDUSTRIELLE DE TISSAGES PM";693620478;;1;;;;;;;;;;
"TISSAGES DENANTES";55500979;"https://www.denantes.fr/fr";;6302;6301;9404;;;;;;;
"LOIRE OFFSET TITOULET";382718039;"http://www.loireoffsettitoulet.com/";;;;;;;;;;1;
"TOKHEIM SERVICES FRANCE";345351183;"https://www.tsg-solutions.com/fr/";;8481;;;;;;;;;
"TOLE ET DESIGN";419339064;"https://www.toleetdesign.fr/";;7308;;;;;;;;;
"TOLERIE INDUST GROUPE EUROPE TIGRE";764201034;;1;;;;;;;;;;
"TOP SEMENCE";779394329;"https://www.topsemence.fr/";;1008;1003;1004;1005;1002;;;;;
"TORAY FILMS EUROPE";502454044;"https://www.torayfilms.eu/";;3919;3920;;;;;;;;
"TORNIER";70501275;;1;;;;;;;;;;
"BISCUITERIE DE LA TOUR D'ALBON";436780217;"http://www.biscuits-bouvard.com/";;1905;;;;;;;;;
"OBOUSSIER TP";437080286;"https://www.oboussier-tp.fr/";;8430;;;;;;;;;
"TRADIVAL";327641346;"https://www.sicarev.com/";;;;;;;;;;1;
"ACMET TRANS";478848906;"https://cofibex.fr/";;;;;;;;;;1;
"TRANS FROID AUVERGNE";414585281;"https://www.delanchy.com/agences/trans-froid-auvergne/";;;;;;;;;;1;
"CD TRANS";481600807;"https://cdtrans.site-solocal.com/";;;;;;;;;;1;
"A T 2 T - ACIER TRANSFORME TARGE TOURNIER";395133978;"https://www.at2t.fr/";;7616;;;;;;;;;
"LINAMAR MONTFAUCON TRANSMISSION";529007684;"https://www.linamar.com/";;8483;;;;;;;;;
"GENERALE DE TRANSPORT LIABEUF & SAPIN";789558061;"http://transports-liabeuf.fr/";;;;;;;;;;1;
"SOCIETE AIXOISE LOCATION TRANSPORT";327421095;"http://www.brun-invest.net/";;;;;;;;;;1;
"STE EXPLOIT TRANSPORTS CHAZOT";305351314;"https://autocars-chazot.com/";;;;;;;;;;1;
"TRANSPORTS FEUILLET";317923597;"https://www.transports-feuillet.fr/";;;;;;;;;;1;
"TRANSPORTS CHRISTOPHE LAFFOND";421035361;"https://www.transports-laffond.com/";;;;;;;;;;1;
"SOCIETE DES TRANSPORTS GEORGES BERNARD";321689085;"https://www.bernard-transport-logistique.fr/";;;;;;;;;;1;
"TRANSPORTS PIERRE ROUSSON";399480466;"http://transports-pierre-rousson.fr/";;;;;;;;;;1;
"TRANSPORTS INTER LEGUMES";481011427;"https://www.reseau-primever.com/";;;;;;;;;;1;
"TRANSPORTS MARMETH";767200702;"https://www.marmeth.com/";;;;;;;;;;1;
"TRANSPORTS MOULINOIS";935450015;"https://www.transportsmoulinois.fr/";;;;;;;;;;1;
"TRANSPORTS BOURRAT SA";937250140;"http://www.groupe-bourrat.fr/";;;;;;;;;;1;
"SAS TRANSPORTS THEVENET";976120113;"https://transports-thevenet.com/";;;;;;;;;;1;
"TRANSPORTS LARDON";303955926;"https://www.transports-lardon.fr/";;;;;;;;;;1;
"TRANSPORTS DANIEL ET DEMONT";406480236;"https://transports-daniel-demont.com/";;;;;;;;;;1;
"TRANSPORTS CHALAVAN ET DUC";732980479;"http://www.chalavanduc.fr/fr/";;;;;;;;;;1;
"TRANSPORTS FOUVET MERCIER";55501977;"https://www.charlesandre.com/";;;;;;;;;;1;
"TRANSPORTS LASSALLE ET COMPAGNIE";300990629;"http://www.transports-lassalle.fr/";;;;;;;;;;1;
"TRANSPORTS GARDON FRERES";303575930;"http://www.transports-gardon.com/";;;;;;;;;;1;
"TRANSPORTS DETRAZ FILLOUX";332466416;"https://luizet.cadillat.detraz-filloux.fr/";;;;;;;;;;1;
"PERRENOT TRANSVALLEES";477555106;"http://transvallees.com/index.php/fr/";;;;;;;;;;1;
"SOCIETE TRAVAUX FACON ST AMOUR";646750125;"https://www.dbsynergies.fr/";;;;;;;;;;1;
"GERAL CONSTRUCT ELECTR ET TRAVAUX INDUST";547020040;"https://geral.com/";;8523;;;;;;;;;
"AT CONSTRUCTIONS ET TRAVAUX MECANIQUES";352564934;;1;;;;;;;;;;
"BERTHOULY TRAVAUX PUBLICS";320749997;"https://www.viviany.fr/";;;;;;;;;;1;
"RAMPA TRAVAUX PUBLICS";323468991;"https://www.rampa-tp.com/";;;;;;;;;;1;
"SOCIETE TRAVAUX GROS OEUVRE";414043711;"https://stgo.eu/";;9406;7610;7308;7016;6905;6904;6902;;;
"SOCIETE BRESSANE DE TRAVAUX PUBLICS";756200267;"https://www.viviany.fr/sbtp";;;;;;;;;;1;
"TREDI";338185762;"https://www.groupe-seche.com/tredi";;;;;;;;;;1;
"TREDI";338185762;"https://www.groupe-seche.com/fr/qui-sommes-nous/nos-implantations-france/19/www.seche-tredi-salaise.com";;;;;;;;;;1;
"TREDI";338185762;"https://www.groupe-seche.com/fr";;;;;;;;;;1;
"TRESSE METALLIQUE J. FORISSIER";584502298;"http://www.internationalwire.eu/";;7312;;;;;;;;;
"RESIDENCES TRIGANO";378738041;"https://www.residences-trigano.com/";;8716;8703;;;;;;;;
"TRIVIUM ALUMINIUM PACKAGING FRANCE";352678544;"https://triviumpackaging.com/";;8309;3923;7010;;;;;;;
"TRIXELL";411195043;"http://www.trixell.com/";;9022;;;;;;;;;
"TRONIC'S MICROSYSTEMS";412152019;"https://www.tronics.tdk.com/";;8523;;;;;;;;;
"RENAULT TRUCKS";954506077;"https://www.renault-trucks.fr/";;8707;8708;8704;8705;;;;;;
"BEILLARD TUBES CARTON";311087712;"https://www.beillard.fr/fr/";;4823;4819;;;;;;;;
"TUBESCA-COMABI";422481838;"https://www.tubesca-comabi.com/";;7308;7314;;;;;;;;
"TUNZINI MAINTENANCE NUCLEAIRE";443971940;"https://www.tunzinimn.fr/";;;;;;;;;;1;
"SOCIETE ANONYME DE TUYAUX DE MATERIAUX ET D'AGGLOMERES";304154651;"https://www.vpi.vicat.fr/";;6810;;;;;;;;;
"UCAB";493897029;"http://www.ucabonchamp.fr/";;;;;;;;;;;1
"UCC COFFEE FRANCE";435880505;"https://ucc-europe.com/fr/";;901;;;;;;;;;
"UGITECH";410436158;"https://www.ugitech.com/fr/home";;7326;;;;;;;;;
"UGIVIS";319762159;"https://ugivis.com/";;7318;7415;;;;;;;;
"UGIVIS";319762159;"https://ugivis.com/accueil/";;7318;;;;;;;;;
"MAGICUT ULTRA TOOLS";799463211;"https://www.magicuttools.com/";;8205;8207;;;;;;;;
"LACTALIS NESTLE ULTRA-FRAIS MARQUES";350063384;"https://www.lactalis.fr/";;401;406;405;;;;;;;
"UMICORE SPECIALTY POWDERS FRANCE";325538973;"https://www.umicore.fr/fr/a-propos/";;;;;;;;;;1;
"UNIFRAX FRANCE";331270546;"https://www.unifrax.com/fr/";;3214;4706;;;;;;;;
"UNION COOPERATIVES AGRICOLES ALTITUDE";323138776;"https://www.groupealtitude.fr/HP/HPInternet.aspx";;1602;202;203;;;;;;;
