"ligne";"Code";" Intitulés de la  NAF rév. 2, version finale ";"Intitulés NAF rév. 2, 
en 65 caractères";"Intitulés NAF rév. 2, 
en 40 caractères"
795;"29.20";"Fabrication de carrosseries et remorques";"Fabrication de carrosseries et remorques";"Fabrication de carrosseries et remorques"
796;"29.20Z";"Fabrication de carrosseries et remorques";"Fabrication de carrosseries et remorques";"Fabrication de carrosseries et remorques"
797;;;;
798;"29.3";"Fabrication d'équipements automobiles";"Fabrication d'équipements automobiles";"Fabrication d'équipements automobiles"
799;"29.31";"Fabrication d'équipements électriques et électroniques automobiles";"Fabrication équipements électriques et électroniques automobiles";"Fab. équipt électriq. & électron. auto."
800;"29.31Z";"Fabrication d'équipements électriques et électroniques automobiles";"Fabrication équipements électriques et électroniques automobiles";"Fab. équipt électriq. & électron. auto."
801;"29.32";"Fabrication d'autres équipements automobiles";"Fabrication d'autres équipements automobiles";"Fabric. d'autres équipements automobiles"
802;"29.32Z";"Fabrication d'autres équipements automobiles";"Fabrication d'autres équipements automobiles";"Fabric. d'autres équipements automobiles"
803;;;;
804;"30";"Fabrication d'autres matériels de transport";"Fabrication d'autres matériels de transport";"Fabric. d'autres matériels de transport"
805;;;;
806;"30.1";"Construction navale";"Construction navale";"Construction navale"
807;"30.11";"Construction de navires et de structures flottantes";"Construction de navires et de structures flottantes";"Construct. navires & structure flottante"
808;"30.11Z";"Construction de navires et de structures flottantes";"Construction de navires et de structures flottantes";"Construct. navires & structure flottante"
809;"30.12";"Construction de bateaux de plaisance";"Construction de bateaux de plaisance";"Construction de bateaux de plaisance"
810;"30.12Z";"Construction de bateaux de plaisance";"Construction de bateaux de plaisance";"Construction de bateaux de plaisance"
811;;;;
812;"30.2";"Construction de locomotives et d'autre matériel ferroviaire roulant";"Construction locomotives et autre matériel ferroviaire roulant";"Const. loco. & autre mat. ferro. roulant"
813;"30.20";"Construction de locomotives et d'autre matériel ferroviaire roulant ";"Construction locomotives & autre matériel ferroviaire roulant";"Const. loco. & autre mat. ferro. roulant"
814;"30.20Z";"Construction de locomotives et d'autre matériel ferroviaire roulant ";"Construction locomotives & autre matériel ferroviaire roulant";"Const. loco. & autre mat. ferro. roulant"
815;;;;
816;"30.3";"Construction aéronautique et spatiale ";"Construction aéronautique et spatiale";"Construction aéronautique et spatiale"
817;"30.30";"Construction aéronautique et spatiale ";"Construction aéronautique et spatiale";"Construction aéronautique et spatiale"
818;"30.30Z";"Construction aéronautique et spatiale ";"Construction aéronautique et spatiale";"Construction aéronautique et spatiale"
819;;;;
820;"30.4";"Construction de véhicules militaires de combat";"Construction de véhicules militaires de combat";"Constr. véhicules militaires de combat"
821;"30.40";"Construction de véhicules militaires de combat ";"Construction de véhicules militaires de combat";"Constr. véhicules militaires de combat"
822;"30.40Z";"Construction de véhicules militaires de combat ";"Construction de véhicules militaires de combat";"Constr. véhicules militaires de combat"
823;;;;
824;"30.9";"Fabrication de matériels de transport n.c.a.";"Fabrication de matériels de transport n.c.a.";"Fabric. de matériels de transport n.c.a."
825;"30.91";"Fabrication de motocycles";"Fabrication de motocycles";"Fabrication de motocycles"
826;"30.91Z";"Fabrication de motocycles";"Fabrication de motocycles";"Fabrication de motocycles"
827;"30.92";"Fabrication de bicyclettes et de véhicules pour invalides";"Fabrication de bicyclettes et de véhicules pour invalides";"Fab. bicyclette & véhic. pour invalides"
828;"30.92Z";"Fabrication de bicyclettes et de véhicules pour invalides";"Fabrication de bicyclettes et de véhicules pour invalides";"Fab. bicyclette & véhic. pour invalides"
829;"30.99";"Fabrication d’autres équipements de transport n.c.a.";"Fabrication d’autres équipements de transport n.c.a.";"Fab. aut. équipement de transport n.c.a."
830;"30.99Z";"Fabrication d’autres équipements de transport n.c.a.";"Fabrication d’autres équipements de transport n.c.a.";"Fab. aut. équipement de transport n.c.a."
831;;;;
832;"31";"Fabrication de meubles";"Fabrication de meubles";"Fabrication de meubles"
833;;;;
834;"31.0";"Fabrication de meubles";"Fabrication de meubles";"Fabrication de meubles"
835;"31.01";"Fabrication de meubles de bureau et de magasin";"Fabrication de meubles de bureau et de magasin";"Fab. de meubles de bureau et de magasin"
836;"31.01Z";"Fabrication de meubles de bureau et de magasin";"Fabrication de meubles de bureau et de magasin";"Fab. de meubles de bureau et de magasin"
837;"31.02";"Fabrication de meubles de cuisine ";"Fabrication de meubles de cuisine";"Fabrication de meubles de cuisine"
838;"31.02Z";"Fabrication de meubles de cuisine ";"Fabrication de meubles de cuisine";"Fabrication de meubles de cuisine"
839;"31.03";"Fabrication de matelas";"Fabrication de matelas";"Fabrication de matelas"
840;"31.03Z";"Fabrication de matelas";"Fabrication de matelas";"Fabrication de matelas"
841;"31.09";"Fabrication d'autres meubles";"Fabrication d'autres meubles";"Fabrication d'autres meubles"
842;"31.09A";"Fabrication de sièges d'ameublement d'intérieur";"Fabrication de sièges d'ameublement d'intérieur";"Fabric. sièges d'ameublement d'intérieur"
843;"31.09B";"Fabrication d’autres meubles et industries connexes de l’ameublement";"Fabrication autres meubles & industries connexes de l'ameublement";"Fab. aut. meub. & ind. connexe ameublmnt"
844;;;;
845;"32";"Autres industries manufacturières";"Autres industries manufacturières";"Autres industries manufacturières"
846;;;;
847;"32.1";"Fabrication d’articles de joaillerie, bijouterie et articles similaires";"Fabrication articles joaillerie, bijouterie & articles similaires";"Fab. artic. joaillerie, bijout. & simil."
848;"32.11";"Frappe de monnaie";"Frappe de monnaie";"Frappe de monnaie"
849;"32.11Z";"Frappe de monnaie";"Frappe de monnaie";"Frappe de monnaie"
850;"32.12";"Fabrication d’articles de joaillerie et bijouterie";"Fabrication d’articles de joaillerie et bijouterie";"Fab. article de joaillerie et bijouterie"
851;"32.12Z";"Fabrication d’articles de joaillerie et bijouterie";"Fabrication d’articles de joaillerie et bijouterie";"Fab. article de joaillerie et bijouterie"
852;"32.13";"Fabrication d’articles de bijouterie fantaisie et articles similaires";"Fabrication articles bijouterie fantaisie & articles similaires";"Fab. art. bijout. fantaisie & similaire"
853;"32.13Z";"Fabrication d’articles de bijouterie fantaisie et articles similaires";"Fabrication articles bijouterie fantaisie & articles similaires";"Fab. art. bijout. fantaisie & similaire"
854;;;;
855;"32.2";"Fabrication d'instruments de musique";"Fabrication d'instruments de musique";"Fabrication d'instruments de musique"
856;"32.20";"Fabrication d'instruments de musique";"Fabrication d'instruments de musique";"Fabrication d'instruments de musique"
857;"32.20Z";"Fabrication d'instruments de musique";"Fabrication d'instruments de musique";"Fabrication d'instruments de musique"
858;;;;
859;"32.3";"Fabrication d'articles de sport";"Fabrication d'articles de sport";"Fabrication d'articles de sport"
860;"32.30";"Fabrication d'articles de sport";"Fabrication d'articles de sport";"Fabrication d'articles de sport"
861;"32.30Z";"Fabrication d'articles de sport";"Fabrication d'articles de sport";"Fabrication d'articles de sport"
862;;;;
863;"32.4";"Fabrication de jeux et jouets";"Fabrication de jeux et jouets";"Fabrication de jeux et jouets"
864;"32.40";"Fabrication de jeux et jouets";"Fabrication de jeux et jouets";"Fabrication de jeux et jouets"
865;"32.40Z";"Fabrication de jeux et jouets";"Fabrication de jeux et jouets";"Fabrication de jeux et jouets"
866;;;;
867;"32.5";"Fabrication d'instruments et de fournitures à usage médical et dentaire";"Fabrication instruments & fournitures à usage médical & dentaire";"Fab. inst. & fournit. usage méd. & dent."
868;"32.50";"Fabrication d'instruments et de fournitures à usage médical et dentaire ";"Fabrication instruments & fournitures à usage médical & dentaire";"Fab. inst. & fournit. usage méd. & dent."
869;"32.50A";"Fabrication de matériel médico-chirurgical et dentaire";"Fabrication de matériel médico-chirurgical et dentaire";"Fab. matériel médico-chirurg. & dentaire"
870;"32.50B";"Fabrication de lunettes";"Fabrication de lunettes";"Fabrication de lunettes"
871;;;;
872;"32.9";"Activités manufacturières n.c.a.";"Activités manufacturières n.c.a.";"Activités manufacturières n.c.a."
873;"32.91";"Fabrication d’articles de brosserie";"Fabrication d’articles de brosserie";"Fabrication d’articles de brosserie"
874;"32.91Z";"Fabrication d’articles de brosserie";"Fabrication d’articles de brosserie";"Fabrication d’articles de brosserie"
875;"32.99";"Autres activités manufacturières n.c.a. ";"Autres activités manufacturières n.c.a.";"Autres activités manufacturières n.c.a."
876;"32.99Z";"Autres activités manufacturières n.c.a. ";"Autres activités manufacturières n.c.a.";"Autres activités manufacturières n.c.a."
877;;;;
878;"33";"Réparation et installation de machines et d'équipements ";"Réparation et installation de machines et d'équipements";"Réparation & install. machine & équipt"
879;;;;
880;"33.1";"Réparation d'ouvrages en métaux, de machines et d'équipements";"Réparation d'ouvrages en métaux, de machines et d'équipements";"Répar. ouvrage en métaux, mach. & équipt"
881;"33.11";"Réparation d'ouvrages en métaux";"Réparation d'ouvrages en métaux";"Réparation d'ouvrages en métaux"
882;"33.11Z";"Réparation d'ouvrages en métaux";"Réparation d'ouvrages en métaux";"Réparation d'ouvrages en métaux"
883;"33.12";"Réparation de machines et équipements mécaniques";"Réparation de machines et équipements mécaniques";"Répar. machine & équipement mécaniques"
884;"33.12Z";"Réparation de machines et équipements mécaniques";"Réparation de machines et équipements mécaniques";"Répar. machine & équipement mécaniques"
885;"33.13";"Réparation de matériels électroniques et optiques";"Réparation de matériels électroniques et optiques";"Répar. matériel électronique & optique"
886;"33.13Z";"Réparation de matériels électroniques et optiques";"Réparation de matériels électroniques et optiques";"Répar. matériel électronique & optique"
887;"33.14";"Réparation d'équipements électriques";"Réparation d'équipements électriques";"Réparation d'équipements électriques"
888;"33.14Z";"Réparation d'équipements électriques";"Réparation d'équipements électriques";"Réparation d'équipements électriques"
889;"33.15";"Réparation et maintenance navale";"Réparation et maintenance navale";"Réparation et maintenance navale"
890;"33.15Z";"Réparation et maintenance navale";"Réparation et maintenance navale";"Réparation et maintenance navale"
891;"33.16";"Réparation et maintenance d'aéronefs et d'engins spatiaux ";"Réparation et maintenance d'aéronefs et d'engins spatiaux";"Répar. & maint. aéronef & eng. spatiaux"
892;"33.16Z";"Réparation et maintenance d'aéronefs et d'engins spatiaux ";"Réparation et maintenance d'aéronefs et d'engins spatiaux";"Répar. & maint. aéronef & eng. spatiaux"
893;"33.17";"Réparation et maintenance d'autres équipements de transport";"Réparation et maintenance d'autres équipements de transport";"Répar. & maint. d'aut. équipt transport"
894;"33.17Z";"Réparation et maintenance d'autres équipements de transport";"Réparation et maintenance d'autres équipements de transport";"Répar. & maint. d'aut. équipt transport"
895;"33.19";"Réparation d'autres équipements";"Réparation d'autres équipements";"Réparation d'autres équipements"
896;"33.19Z";"Réparation d'autres équipements";"Réparation d'autres équipements";"Réparation d'autres équipements"
897;;;;
898;"33.2";"Installation de machines et d'équipements industriels";"Installation de machines et d'équipements industriels";"Install. de machines & équipt industriel"
899;"33.20";"Installation de machines et d'équipements industriels";"Installation de machines et d'équipements industriels";"Install. de machines & équipt industriel"
900;"33.20A";"Installation de structures métalliques, chaudronnées et de tuyauterie";"Installation structures métalliques, chaudronnées et tuyauterie";"Instal. struct. métal., chaudr. & tuyau."
901;"33.20B";"Installation de machines et équipements mécaniques";"Installation de machines et équipements mécaniques";"Instal. machines & équipement mécanique"
902;"33.20C";"Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels ";"Concept. d'ens. & assembl s/site d'éqpts ctrle des processus ind.";"Instal. éqpts ctrle des processus indus."
